CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP2019179399        ,2019-06-21 00:00:00+00:00,Burglary,6,2019-06,2019-06-21
MP2019179409        ,2019-06-21 00:00:00+00:00,Burglary,6,2019-06,2019-06-21
MP2019179439        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019179441        ,2019-06-21 00:00:00+00:00,Auto Theft,8,2019-06,2019-06-21
MP2019179516        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019179546        ,2019-06-21 00:00:00+00:00,Burglary,6,2019-06,2019-06-21
MP2019179712        ,2019-06-22 00:00:00+00:00,Rape,3,2019-06,2019-06-22
MP2019179831        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019179932        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019180140        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019180175        ,2019-06-22 00:00:00+00:00,Burglary,6,2019-06,2019-06-22
MP2019180210        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019180425        ,2019-06-22 00:00:00+00:00,Burglary,6,2019-06,2019-06-22
MP2019180439        ,2019-06-22 00:00:00+00:00,Burglary,6,2019-06,2019-06-22
MP2019180489        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019180573        ,2019-06-22 00:00:00+00:00,Burglary,6,2019-06,2019-06-22
MP2019180830        ,2019-06-22 00:00:00+00:00,Burglary,6,2019-06,2019-06-22
MP2019180886        ,2019-06-22 00:00:00+00:00,Larceny,7,2019-06,2019-06-22
MP2019180910        ,2019-06-22 00:00:00+00:00,Robbery,4,2019-06,2019-06-22
MP2019180973        ,2019-06-22 00:00:00+00:00,Assault,5,2019-06,2019-06-22
MP2019703527        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019703528        ,2019-05-23 00:00:00+00:00,Larceny,7,2019-05,2019-05-23
MP2019703529        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019703530        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019703531        ,2019-06-21 00:00:00+00:00,Larceny,7,2019-06,2019-06-21
MP2019703534        ,2019-06-22 00:00:00+00:00,Larceny,7,2019-06,2019-06-22
MP2019111743        ,2019-04-21 00:00:00+00:00,Larceny,7,2019-04,2019-04-21
MP2019117020        ,2019-04-26 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-26
MP2019117133        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117176        ,2019-04-26 00:00:00+00:00,Burglary,6,2019-04,2019-04-26
MP2019117200        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117289        ,2019-04-26 00:00:00+00:00,Assault,5,2019-04,2019-04-26
MP2019117323        ,2019-04-26 00:00:00+00:00,Burglary,6,2019-04,2019-04-26
MP2019117362        ,2019-04-26 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-26
MP2019117370        ,2019-04-26 00:00:00+00:00,Assault,5,2019-04,2019-04-26
MP2019117427        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117457        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117505        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019117520        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117530        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117564        ,2019-04-26 00:00:00+00:00,Burglary,6,2019-04,2019-04-26
MP2019117587        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117621        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117762        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019117856        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117890        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019117934        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019117955        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019117977        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019117994        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019118003        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019118011        ,2019-04-27 00:00:00+00:00,Burglary,6,2019-04,2019-04-27
MP2019118015        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118023        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019118044        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118133        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118224        ,2019-04-27 00:00:00+00:00,Burglary,6,2019-04,2019-04-27
MP2019118227        ,2019-04-27 00:00:00+00:00,Burglary,6,2019-04,2019-04-27
MP2019118234        ,2019-04-27 00:00:00+00:00,Assault,5,2019-04,2019-04-27
MP2019118254        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019118261        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118300        ,2019-04-27 00:00:00+00:00,Assault,5,2019-04,2019-04-27
MP2019118321        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118326        ,2019-04-27 00:00:00+00:00,Burglary,6,2019-04,2019-04-27
MP2019118335        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019118348        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019118380        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118388        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118411        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118444        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019118451        ,2019-04-27 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-27
MP2019118497        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019118507        ,2019-04-27 00:00:00+00:00,Burglary,6,2019-04,2019-04-27
MP2019118530        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118549        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118935        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019188288        ,2019-04-27 00:00:00+00:00,Rape,3,2019-04,2019-04-27
MP2019702097        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702098        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702099        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702100        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702102        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702103        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702105        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702107        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702109        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702110        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702111        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702112        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702114        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702116        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702118        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702119        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702120        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019100031        ,2019-04-09 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-09
MP2019101935        ,2019-04-11 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-11
MP2019105842        ,2019-04-15 00:00:00+00:00,Larceny,7,2019-04,2019-04-15
MP2019108105        ,2019-04-17 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-17
MP2019108597        ,2019-04-18 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-18
MP2019109298        ,2019-04-19 00:00:00+00:00,Larceny,7,2019-04,2019-04-19
MP2019109804        ,2019-04-19 00:00:00+00:00,Burglary,6,2019-04,2019-04-19
MP2019110695        ,2019-04-20 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-20
MP2019110697        ,2019-04-20 00:00:00+00:00,Larceny,7,2019-04,2019-04-20
MP2019110699        ,2019-04-20 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-20
MP2019111979        ,2019-04-21 00:00:00+00:00,Larceny,7,2019-04,2019-04-21
MP2019113284        ,2019-04-22 00:00:00+00:00,Robbery,4,2019-04,2019-04-22
MP2019113739        ,2019-04-23 00:00:00+00:00,Larceny,7,2019-04,2019-04-23
MP2019113874        ,2019-04-23 00:00:00+00:00,Robbery,4,2019-04,2019-04-23
MP2019114858        ,2019-04-24 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-24
MP2019115898        ,2019-04-25 00:00:00+00:00,Auto Theft,8,2019-04,2019-04-25
MP2019117841        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019118475        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118627        ,2019-04-27 00:00:00+00:00,Larceny,7,2019-04,2019-04-27
MP2019118663        ,2019-04-27 00:00:00+00:00,Robbery,4,2019-04,2019-04-27
MP2019119724        ,2019-04-28 00:00:00+00:00,Assault,5,2019-04,2019-04-28
MP2019120722        ,2019-04-29 00:00:00+00:00,Larceny,7,2019-04,2019-04-29
MP2019121782        ,2019-05-06 00:00:00+00:00,Robbery,4,2019-05,2019-05-06
MP2019121952        ,2019-04-30 00:00:00+00:00,Larceny,7,2019-04,2019-04-30
MP2019122477        ,2019-05-01 00:00:00+00:00,Auto Theft,8,2019-05,2019-05-01
MP2019122482        ,2019-05-01 00:00:00+00:00,Auto Theft,8,2019-05,2019-05-01
MP2019122742        ,2019-05-01 00:00:00+00:00,Larceny,7,2019-05,2019-05-01
MP2019123228        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019123408        ,2019-05-02 00:00:00+00:00,Larceny,7,2019-05,2019-05-02
MP2019123543        ,2019-05-02 00:00:00+00:00,Larceny,7,2019-05,2019-05-02
MP2019123628        ,2019-05-02 00:00:00+00:00,Larceny,7,2019-05,2019-05-02
MP2019124144        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019124519        ,2019-05-03 00:00:00+00:00,Burglary,6,2019-05,2019-05-03
MP2019124558        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019124609        ,2019-05-03 00:00:00+00:00,Auto Theft,8,2019-05,2019-05-03
MP2019124635        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019124774        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019124926        ,2019-05-03 00:00:00+00:00,Larceny,7,2019-05,2019-05-03
MP2019125045        ,2019-05-04 00:00:00+00:00,Larceny,7,2019-05,2019-05-04
MP2019125406        ,2019-05-04 00:00:00+00:00,Larceny,7,2019-05,2019-05-04
MP2019125417        ,2019-05-04 00:00:00+00:00,Larceny,7,2019-05,2019-05-04
MP2019125867        ,2019-05-05 00:00:00+00:00,Larceny,7,2019-05,2019-05-05
MP2019126670        ,2019-05-05 00:00:00+00:00,Burglary,6,2019-05,2019-05-05
MP2019126763        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019127276        ,2019-05-06 00:00:00+00:00,Robbery,4,2019-05,2019-05-06
MP2019127306        ,2019-05-06 00:00:00+00:00,Auto Theft,8,2019-05,2019-05-06
MP2019127543        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019127692        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019127813        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019128120        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019128233        ,2019-05-06 00:00:00+00:00,Robbery,4,2019-05,2019-05-06
MP2019128659        ,2019-05-07 00:00:00+00:00,Assault,5,2019-05,2019-05-07
MP2019128857        ,2019-05-07 00:00:00+00:00,Auto Theft,8,2019-05,2019-05-07
MP2019129739        ,2019-05-08 00:00:00+00:00,Larceny,7,2019-05,2019-05-08
MP2019130204        ,2019-05-08 00:00:00+00:00,Assault,5,2019-05,2019-05-08
MP2019130354        ,2019-05-08 00:00:00+00:00,Assault,5,2019-05,2019-05-08
MP2019209831        ,2019-07-17 00:00:00+00:00,Larceny,7,2019-07,2019-07-17
MP2019211014        ,2019-07-18 00:00:00+00:00,Burglary,6,2019-07,2019-07-18
MP2019211197        ,2019-07-18 00:00:00+00:00,Robbery,4,2019-07,2019-07-18
MP2019211232        ,2019-07-18 00:00:00+00:00,Larceny,7,2019-07,2019-07-18
MP2019211623        ,2019-07-18 00:00:00+00:00,Rape,3,2019-07,2019-07-18
MP2019211967        ,2019-07-18 00:00:00+00:00,Larceny,7,2019-07,2019-07-18
MP2019212468        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019212472        ,2019-07-19 00:00:00+00:00,Burglary,6,2019-07,2019-07-19
MP2019212523        ,2019-07-19 00:00:00+00:00,Burglary,6,2019-07,2019-07-19
MP2019212537        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019212571        ,2019-07-19 00:00:00+00:00,Burglary,6,2019-07,2019-07-19
MP2019212637        ,2019-07-19 00:00:00+00:00,Assault,5,2019-07,2019-07-19
MP2019212677        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019212767        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019212773        ,2019-07-19 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-19
MP2019212787        ,2019-07-19 00:00:00+00:00,Assault,5,2019-07,2019-07-19
MP2019212845        ,2019-07-19 00:00:00+00:00,Rape,3,2019-07,2019-07-19
MP2019212865        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019212902        ,2019-07-19 00:00:00+00:00,Assault,5,2019-07,2019-07-19
MP2019212946        ,2019-07-19 00:00:00+00:00,Robbery,4,2019-07,2019-07-19
MP2019212987        ,2019-07-19 00:00:00+00:00,Robbery,4,2019-07,2019-07-19
MP2019212998        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019213108        ,2019-07-19 00:00:00+00:00,Burglary,6,2019-07,2019-07-19
MP2019213162        ,2019-07-19 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-19
MP2019213191        ,2019-07-19 00:00:00+00:00,Burglary,6,2019-07,2019-07-19
MP2019213336        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213389        ,2019-07-20 00:00:00+00:00,Robbery,4,2019-07,2019-07-20
MP2019213408        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213413        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213479        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213488        ,2019-07-20 00:00:00+00:00,Assault,5,2019-07,2019-07-20
MP2019213542        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213559        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213562        ,2019-07-20 00:00:00+00:00,Assault,5,2019-07,2019-07-20
MP2019213581        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213626        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213633        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213640        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213649        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213672        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213677        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213701        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213703        ,2019-07-20 00:00:00+00:00,Assault,5,2019-07,2019-07-20
MP2019213713        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213737        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213754        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213755        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213756        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213768        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213775        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213779        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213784        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213785        ,2019-07-20 00:00:00+00:00,Robbery,4,2019-07,2019-07-20
MP2019213892        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213900        ,2019-07-20 00:00:00+00:00,Robbery,4,2019-07,2019-07-20
MP2019213911        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019213924        ,2019-07-20 00:00:00+00:00,Burglary,6,2019-07,2019-07-20
MP2019213926        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019213995        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019214002        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019214010        ,2019-07-20 00:00:00+00:00,Auto Theft,8,2019-07,2019-07-20
MP2019214104        ,2019-07-20 00:00:00+00:00,Assault,5,2019-07,2019-07-20
MP2019214170        ,2019-07-20 00:00:00+00:00,Larceny,7,2019-07,2019-07-20
MP2019214197        ,2019-07-20 00:00:00+00:00,Assault,5,2019-07,2019-07-20
MP201968335         ,2019-03-10 00:00:00+00:00,Larceny,7,2019-03,2019-03-10
MP2019702038        ,2019-04-23 00:00:00+00:00,Larceny,7,2019-04,2019-04-23
MP2019702077        ,2019-04-25 00:00:00+00:00,Larceny,7,2019-04,2019-04-25
MP2019702089        ,2019-04-25 00:00:00+00:00,Larceny,7,2019-04,2019-04-25
MP2019702115        ,2019-04-26 00:00:00+00:00,Larceny,7,2019-04,2019-04-26
MP2019702162        ,2019-04-20 00:00:00+00:00,Larceny,7,2019-04,2019-04-20
MP2019702185        ,2019-04-30 00:00:00+00:00,Larceny,7,2019-04,2019-04-30
MP2019702212        ,2019-05-01 00:00:00+00:00,Larceny,7,2019-05,2019-05-01
MP2019702248        ,2019-05-02 00:00:00+00:00,Larceny,7,2019-05,2019-05-02
MP2019702280        ,2019-05-04 00:00:00+00:00,Larceny,7,2019-05,2019-05-04
MP2019702285        ,2019-05-05 00:00:00+00:00,Larceny,7,2019-05,2019-05-05
MP2019702323        ,2019-05-06 00:00:00+00:00,Larceny,7,2019-05,2019-05-06
MP2019702327        ,2019-05-07 00:00:00+00:00,Larceny,7,2019-05,2019-05-07
MP2019702344        ,2019-05-07 00:00:00+00:00,Larceny,7,2019-05,2019-05-07
MP2019704270        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019704271        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP2019704273        ,2019-07-19 00:00:00+00:00,Larceny,7,2019-07,2019-07-19
MP201983141         ,2019-03-24 00:00:00+00:00,Larceny,7,2019-03,2019-03-24
MP201986208         ,2019-03-27 00:00:00+00:00,Burglary,6,2019-03,2019-03-27
MP201997112         ,2019-04-06 00:00:00+00:00,Larceny,7,2019-04,2019-04-06
MP2019284765        ,2019-09-19 00:00:00+00:00,Larceny,7,2019-09,2019-09-19
MP2019285954        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019285969        ,2019-09-21 00:00:00+00:00,Robbery,4,2019-09,2019-09-21
MP2019286068        ,2019-09-20 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-20
MP2019286103        ,2019-10-02 00:00:00+00:00,Larceny,7,2019-10,2019-10-02
MP2019286143        ,2019-09-20 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-20
MP2019286171        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286234        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286267        ,2019-09-20 00:00:00+00:00,Assault,5,2019-09,2019-09-20
MP2019286268        ,2019-09-20 00:00:00+00:00,Burglary,6,2019-09,2019-09-20
MP2019286375        ,2019-09-20 00:00:00+00:00,Robbery,4,2019-09,2019-09-20
MP2019286385        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286396        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019286406        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286427        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286448        ,2019-09-20 00:00:00+00:00,Robbery,4,2019-09,2019-09-20
MP2019286452        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019286475        ,2019-09-21 00:00:00+00:00,Assault,5,2019-09,2019-09-21
MP2019286618        ,2019-09-20 00:00:00+00:00,Robbery,4,2019-09,2019-09-20
MP2019286689        ,2019-09-21 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-21
MP2019286736        ,2019-09-21 00:00:00+00:00,Murder,1,2019-09,2019-09-21
MP2019286745        ,2019-09-21 00:00:00+00:00,Burglary,6,2019-09,2019-09-21
MP2019286821        ,2019-09-21 00:00:00+00:00,Robbery,4,2019-09,2019-09-21
MP2019286868        ,2019-09-21 00:00:00+00:00,Assault,5,2019-09,2019-09-21
MP2019286898        ,2019-09-21 00:00:00+00:00,Burglary,6,2019-09,2019-09-21
MP2019287043        ,2019-09-21 00:00:00+00:00,Burglary,6,2019-09,2019-09-21
MP2019287064        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019287089        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019287102        ,2019-09-21 00:00:00+00:00,Robbery,4,2019-09,2019-09-21
MP2019287113        ,2019-09-21 00:00:00+00:00,Burglary,6,2019-09,2019-09-21
MP2019287124        ,2019-09-21 00:00:00+00:00,Burglary,6,2019-09,2019-09-21
MP2019287138        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019287143        ,2019-09-21 00:00:00+00:00,Assault,5,2019-09,2019-09-21
MP2019287225        ,2019-09-21 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-21
MP2019287237        ,2019-09-21 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-21
MP2019287270        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019287302        ,2019-09-21 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-21
MP2019287338        ,2019-09-21 00:00:00+00:00,Larceny,7,2019-09,2019-09-21
MP2019705932        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705954        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705955        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705959        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705961        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705966        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705967        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705968        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705970        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705972        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705974        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019705976        ,2019-09-20 00:00:00+00:00,Larceny,7,2019-09,2019-09-20
MP2019289517        ,2019-09-23 00:00:00+00:00,Larceny,7,2019-09,2019-09-23
MP2019290226        ,2019-09-24 00:00:00+00:00,Larceny,7,2019-09,2019-09-24
MP2019293656        ,2019-09-27 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-27
MP2019293957        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019293997        ,2019-09-27 00:00:00+00:00,Burglary,6,2019-09,2019-09-27
MP2019294014        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294030        ,2019-09-27 00:00:00+00:00,Auto Theft,8,2019-09,2019-09-27
MP2019294037        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294057        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294066        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294142        ,2019-09-27 00:00:00+00:00,Burglary,6,2019-09,2019-09-27
MP2019294174        ,2019-09-27 00:00:00+00:00,Burglary,6,2019-09,2019-09-27
MP2019294177        ,2019-09-27 00:00:00+00:00,Burglary,6,2019-09,2019-09-27
MP2019294213        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294323        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294325        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294334        ,2019-09-27 00:00:00+00:00,Robbery,4,2019-09,2019-09-27
MP2019294439        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294442        ,2019-09-27 00:00:00+00:00,Robbery,4,2019-09,2019-09-27
MP2019294463        ,2019-09-27 00:00:00+00:00,Assault,5,2019-09,2019-09-27
MP2019294468        ,2019-09-27 00:00:00+00:00,Larceny,7,2019-09,2019-09-27
MP2019294506        ,2019-09-28 00:00:00+00:00,Burglary,6,2019-09,2019-09-28
MP2019294603        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019294639        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
MP2019294662        ,2019-09-28 00:00:00+00:00,Larceny,7,2019-09,2019-09-28
